Cause,Deaths,Year,Sex
"Abnormal blood-pressure reading, without diagnosis (R03)",0.0,2020,Male
Haemorrhage from respiratory passages (R04),124.0,2020,Male
Cough (R05),6.0,2020,Male
Abnormalities of breathing (R06),105.0,2020,Male
Pain in throat and chest (R07),11.0,2020,Male
Other symptoms and signs involving the circulatory and respiratory systems (R09),1084.0,2020,Male
Symptoms and signs involving the digestive system and abdomen (R10-R19),1009.0,2020,Male
Abdominal and pelvic pain (R10),21.0,2020,Male
Nausea and vomiting (R11),83.0,2020,Male
Heartburn (R12),0.0,2020,Male
Dysphagia (R13),683.0,2020,Male
Flatulence and related conditions (R14),6.0,2020,Male
Faecal incontinence (R15),20.0,2020,Male
"Hepatomegaly and splenomegaly, not elsewhere classified (R16)",19.0,2020,Male
Unspecified jaundice (R17),14.0,2020,Male
Ascites (R18),98.0,2020,Male
Other symptoms and signs involving the digestive system and abdomen (R19),69.0,2020,Male
Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),4.0,2020,Male
Disturbances of skin sensation (R20),0.0,2020,Male
Rash and other nonspecific skin eruption (R21),1.0,2020,Male
"Localized swelling, mass and lump of skin and subcutaneous tissue (R22)",3.0,2020,Male
Other skin changes (R23),0.0,2020,Male
Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),789.0,2020,Male
Abnormal involuntary movements (R25),11.0,2020,Male
Abnormalities of gait and mobility (R26),303.0,2020,Male
Other lack of coordination (R27),6.0,2020,Male
Other symptoms and signs involving the nervous and musculoskeletal systems (R29),487.0,2020,Male
Symptoms and signs involving the urinary system (R30-R39),295.0,2020,Male
Pain associated with micturition (R30),0.0,2020,Male
Unspecified haematuria (R31),55.0,2020,Male
Unspecified urinary incontinence (R32),42.0,2020,Male
Retention of urine (R33),101.0,2020,Male
Anuria and oliguria (R34),101.0,2020,Male
Polyuria (R35),0.0,2020,Male
Urethral discharge (R36),0.0,2020,Male
Other symptoms and signs involving the urinary system (R39),1.0,2020,Male
"Symptoms and signs involving cognition, perception, emotional state and behaviour (R40-R46)",1693.0,2020,Male
"Somnolence, stupor and coma (R40)",68.0,2020,Male
Other symptoms and signs involving cognitive functions and awareness (R41),670.0,2020,Male
Dizziness and giddiness (R42),14.0,2020,Male
Disturbances of smell and taste (R43),0.0,2020,Male
Other symptoms and signs involving general sensations and perceptions (R44),21.0,2020,Male
Symptoms and signs involving emotional state (R45),925.0,2020,Male
Symptoms and signs involving appearance and behaviour (R46),15.0,2020,Male
Symptoms and signs involving speech and voice (R47-R49),33.0,2020,Male
"Speech disturbances, not elsewhere classified (R47)",31.0,2020,Male
"Dyslexia and other symbolic dysfunctions, not elsewhere classified (R48)",0.0,2020,Male
Voice disturbances (R49),2.0,2020,Male
General symptoms and signs (R50-R69),7591.0,2020,Male
Fever of unknown origin (R50),77.0,2020,Male
Headache (R51),13.0,2020,Male
"Pain, not elsewhere classified (R52)",245.0,2020,Male
Malaise and fatigue (R53),1853.0,2020,Male
Senility (R54),991.0,2020,Male
Syncope and collapse (R55),48.0,2020,Male
"Convulsions, not elsewhere classified (R56)",325.0,2020,Male
"Shock, not elsewhere classified (R57)",1414.0,2020,Male
"Haemorrhage, not elsewhere classified (R58)",259.0,2020,Male
Enlarged lymph nodes (R59),12.0,2020,Male
"Oedema, not elsewhere classified (R60)",24.0,2020,Male
Hyperhidrosis (R61),0.0,2020,Male
Lack of expected normal physiological development (R62),13.0,2020,Male
Symptoms and signs concerning food and fluid intake (R63),405.0,2020,Male
Cachexia (R64),349.0,2020,Male
Systemic Inflammatory Response Syndrome [SIRS] (R65),8.0,2020,Male
Other general symptoms and signs (R68),2616.0,2020,Male
Unknown and unspecified causes of morbidity (R69),7.0,2020,Male
"Abnormal findings on examination of blood, without diagnosis (R70-R79)",1566.0,2020,Male
Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity (R70),2.0,2020,Male
Abnormality of red blood cells (R71),0.0,2020,Male
"Abnormality of white blood cells, not elsewhere classified (R72)",0.0,2020,Male
Elevated blood glucose level (R73),92.0,2020,Male
Abnormal serum enzyme levels (R74),1.0,2020,Male
Laboratory evidence of human immunodeficiency virus [HIV] (R75),0.0,2020,Male
Other abnormal immunological findings in serum (R76),0.0,2020,Male
Other abnormalities of plasma proteins (R77),0.0,2020,Male
"Findings of drugs and other substances, not normally found in blood (R78)",1465.0,2020,Male
Other abnormal findings of blood chemistry (R79),7.0,2020,Male
"Abnormal findings on examination of urine, without diagnosis (R80-R82)",5.0,2020,Male
Isolated proteinuria (R80),5.0,2020,Male
Glycosuria (R81),0.0,2020,Male
Other abnormal findings in urine (R82),0.0,2020,Male
"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis (R83-R89)",2.0,2020,Male
Abnormal findings in cerebrospinal fluid (R83),0.0,2020,Male
Abnormal findings in specimens from respiratory organs and thorax (R84),0.0,2020,Male
Abnormal findings in specimens from digestive organs and abdominal cavity (R85),0.0,2020,Male
Abnormal findings in specimens from male genital organs (R86),1.0,2020,Male
Abnormal findings in specimens from female genital organs (R87),0.0,2020,Male
"Abnormal findings in specimens from other organs, systems and tissues (R89)",1.0,2020,Male
"Abnormal findings on diagnostic imaging and in function studies, without diagnosis (R90-R94)",73.0,2020,Male
Abnormal findings on diagnostic imaging of central nervous system (R90),5.0,2020,Male
Abnormal findings on diagnostic imaging of lung (R91),57.0,2020,Male
Abnormal findings on diagnostic imaging of breast (R92),0.0,2020,Male
Abnormal findings on diagnostic imaging of other body structures (R93),0.0,2020,Male
Abnormal results of function studies (R94),11.0,2020,Male
Ill-defined and unknown causes of mortality (R95-R99),801.0,2020,Male
Sudden infant death syndrome (R95),13.0,2020,Male
"Other sudden death, cause unknown (R96)",0.0,2020,Male
Unattended death (R98),0.0,2020,Male
Other ill-defined and unspecified causes of mortality (R99),788.0,2020,Male
Other Injuries (S00-T19),5253.0,2020,Male
Injuries to the head (S00-S09),1419.0,2020,Male
Superficial injury of head (S00),1.0,2020,Male
Open wound of head (S01),174.0,2020,Male
Fracture of skull and facial bones (S02),98.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of head (S03)",0.0,2020,Male
Injury of cranial nerves (S04),0.0,2020,Male
Injury of eye and orbit (S05),4.0,2020,Male
Intracranial injury (S06),840.0,2020,Male
Crushing injury of head (S07),1.0,2020,Male
Traumatic amputation of part of head (S08),0.0,2020,Male
Other and unspecified injuries of head (S09),485.0,2020,Male
Injuries to the neck (S10-S19),412.0,2020,Male
Superficial injury of neck (S10),2.0,2020,Male
Open wound of neck (S11),46.0,2020,Male
Fracture of neck (S12),143.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments at neck level (S13)",9.0,2020,Male
Injury of nerves and spinal cord at neck level (S14),24.0,2020,Male
Injury of blood vessels at neck level (S15),12.0,2020,Male
Injury of muscle and tendon at neck level (S16),0.0,2020,Male
Crushing injury of neck (S17),0.0,2020,Male
Traumatic amputation at neck level (S18),3.0,2020,Male
Other and unspecified injuries of neck (S19),203.0,2020,Male
Injuries to the thorax (S20-S29),481.0,2020,Male
Superficial injury of thorax (S20),1.0,2020,Male
Open wound of thorax (S21),66.0,2020,Male
"Fracture of rib(s), sternum and thoracic spine (S22)",199.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of thorax (S23)",0.0,2020,Male
Injury of nerves and spinal cord at thorax level (S24),0.0,2020,Male
Injury of blood vessels of thorax (S25),6.0,2020,Male
Injury of heart (S26),12.0,2020,Male
Injury of other and unspecified intrathoracic organs (S27),73.0,2020,Male
Crushing injury of thorax and traumatic amputation of part of thorax (S28),10.0,2020,Male
Other and unspecified injuries of thorax (S29),183.0,2020,Male
"Injuries to the abdomen, lower back, lumbar spine and pelvis (S30-S39)",259.0,2020,Male
"Superficial injury of abdomen, lower back and pelvis (S30)",1.0,2020,Male
"Open wound of abdomen, lower back and pelvis (S31)",23.0,2020,Male
Fracture of lumbar spine and pelvis (S32),167.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis (S33)",0.0,2020,Male
"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level (S34)",3.0,2020,Male
"Injury of blood vessels at abdomen, lower back and pelvis level (S35)",5.0,2020,Male
Injury of intra-abdominal organs (S36),27.0,2020,Male
Injury of pelvic organs (S37),2.0,2020,Male
"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis (S38)",1.0,2020,Male
"Other and unspecified injuries of abdomen, lower back and pelvis (S39)",42.0,2020,Male
Injuries to the shoulder and upper arm (S40-S49),99.0,2020,Male
Superficial injury of shoulder and upper arm (S40),0.0,2020,Male
Open wound of shoulder and upper arm (S41),4.0,2020,Male
Fracture of shoulder and upper arm (S42),83.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of shoulder girdle (S43)",3.0,2020,Male
Injury of nerves at shoulder and upper arm level (S44),0.0,2020,Male
Injury of blood vessels at shoulder and upper arm level (S45),5.0,2020,Male
Injury of muscle and tendon at shoulder and upper arm level (S46),0.0,2020,Male
Crushing injury of shoulder and upper arm (S47),0.0,2020,Male
Traumatic amputation of shoulder and upper arm (S48),0.0,2020,Male
Other and unspecified injuries of shoulder and upper arm (S49),6.0,2020,Male
Injuries to the elbow and forearm (S50-S59),32.0,2020,Male
Superficial injury of forearm (S50),1.0,2020,Male
Open wound of forearm (S51),13.0,2020,Male
Fracture of forearm (S52),12.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of elbow (S53)",0.0,2020,Male
Injury of nerves at forearm level (S54),0.0,2020,Male
Injury of blood vessels at forearm level (S55),7.0,2020,Male
Injury of muscle and tendon at forearm level (S56),0.0,2020,Male
Crushing injury of forearm (S57),0.0,2020,Male
Traumatic amputation of forearm (S58),0.0,2020,Male
Other and unspecified injuries of forearm (S59),1.0,2020,Male
Injuries to the wrist and hand (S60-S69),42.0,2020,Male
Superficial injury of wrist and hand (S60),0.0,2020,Male
Open wound of wrist and hand (S61),31.0,2020,Male
Fracture at wrist and hand level (S62),8.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments at wrist and hand level (S63)",0.0,2020,Male
Injury of nerves at wrist and hand level (S64),0.0,2020,Male
Injury of blood vessels at wrist and hand level (S65),4.0,2020,Male
Injury of muscle and tendon at wrist and hand level (S66),0.0,2020,Male
Crushing injury of wrist and hand (S67),0.0,2020,Male
Traumatic amputation of wrist and hand (S68),1.0,2020,Male
Other and unspecified injuries of wrist and hand (S69),7.0,2020,Male
Injuries to the hip and thigh (S70-S79),983.0,2020,Male
Superficial injury of hip and thigh (S70),3.0,2020,Male
Open wound of hip and thigh (S71),8.0,2020,Male
Fracture of femur (S72),962.0,2020,Male
"Dislocation, sprain and strain of joint and ligaments of hip (S73)",5.0,2020,Male
Injury of nerves at hip and thigh level (S74),0.0,2020,Male
Injury of blood vessels at hip and thigh level (S75),7.0,2020,Male
Injury of muscle and tendon at hip and thigh level (S76),1.0,2020,Male
Crushing injury of hip and thigh (S77),1.0,2020,Male
Traumatic amputation of hip and thigh (S78),0.0,2020,Male
Other and specified injuries of hip and thigh (S79),1.0,2020,Male
Injuries to the knee and lower leg (S80-S89),41.0,2020,Male
Superficial injury of lower leg (S80),1.0,2020,Male
Open wound of lower leg (S81),7.0,2020,Male
"Fracture of lower leg, including ankle (S82)",26.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments of knee (S83)",1.0,2020,Male
Injury of nerves at lower leg level (S84),0.0,2020,Male
Injury of blood vessels at lower leg level (S85),3.0,2020,Male
Injury of muscle and tendon at lower leg level (S86),0.0,2020,Male
Crushing injury of lower leg (S87),0.0,2020,Male
Traumatic amputation of lower leg (S88),0.0,2020,Male
Other and unspecified injuries of lower leg (S89),4.0,2020,Male
Injuries to the ankle and foot (S90-S99),5.0,2020,Male
Superficial injury of ankle and foot (S90),0.0,2020,Male
Open wound of ankle and foot (S91),1.0,2020,Male
"Fracture of foot, except ankle (S92)",3.0,2020,Male
"Dislocation, sprain and strain of joints and ligaments at ankle and foot level (S93)",0.0,2020,Male
Injury of nerves at ankle and foot level (S94),0.0,2020,Male
Injury of blood vessels at ankle and foot level (S95),1.0,2020,Male
Injury of muscle and tendon at ankle and foot level (S96),0.0,2020,Male
Crushing injury of ankle and foot (S97),0.0,2020,Male
Traumatic amputation of ankle and foot (S98),0.0,2020,Male
Other and unspecified injuries of ankle and foot (S99),1.0,2020,Male
Injuries involving multiple body regions (T00-T07),958.0,2020,Male
Superficial injuries involving multiple body regions (T00),4.0,2020,Male
Open wounds involving multiple body regions (T01),20.0,2020,Male
Fractures involving multiple body regions (T02),9.0,2020,Male
"Dislocations, sprains and strains involving multiple body regions (T03)",0.0,2020,Male
Crushing injuries involving multiple body regions (T04),4.0,2020,Male
Traumatic amputations involving multiple body regions (T05),1.0,2020,Male
"Other injuries involving multiple body regions, not elsewhere classified (T06)",2.0,2020,Male
Unspecified multiple injuries (T07),922.0,2020,Male
"Injuries to unspecified part of trunk, limb or body region (T08-T14)",341.0,2020,Male
"Fracture of spine, level unspecified (T08)",28.0,2020,Male
"Other injuries of spine and trunk, level unspecified (T09)",25.0,2020,Male
"Fracture of upper limb, level unspecified (T10)",1.0,2020,Male
"Other injuries of upper limb, level unspecified (T11)",13.0,2020,Male
"Fracture of lower limb, level unspecified (T12)",0.0,2020,Male
"Other injuries of lower limb, level unspecified (T13)",16.0,2020,Male
Injury of unspecified body region (T14),259.0,2020,Male
Effects of foreign body entering through natural orifice (T15-T19),553.0,2020,Male
Foreign body on external eye (T15),0.0,2020,Male
Foreign body in ear (T16),0.0,2020,Male
Foreign body in respiratory tract (T17),552.0,2020,Male
Foreign body in alimentary tract (T18),1.0,2020,Male
Foreign body in genitourinary tract (T19),0.0,2020,Male
Burns and corrosions (T20-T32),117.0,2020,Male
"Burns and corrosions of external body surface, specified by site (T20-T25)",6.0,2020,Male
Burn and corrosion of head and neck (T20),2.0,2020,Male
Burn and corrosion of trunk (T21),1.0,2020,Male
"Burn and corrosion of shoulder and upper limb, except wrist and hand (T22)",0.0,2020,Male
Burn and corrosion of wrist and hand (T23),3.0,2020,Male
"Burn and corrosion of hip and lower limb, except ankle and foot (T24)",0.0,2020,Male
Burn and corrosion of ankle and foot (T25),1.0,2020,Male
Burns and corrosions confined to eye and internal organs (T26-T28),1.0,2020,Male
Burn and corrosion confined to eye and adnexa (T26),0.0,2020,Male
Burn and corrosion of respiratory tract (T27),1.0,2020,Male
Burn and corrosion of other internal organs (T28),0.0,2020,Male
Burns and corrosions of multiple and unspecified body regions (T29-T32),111.0,2020,Male
Burns and corrosions of multiple body regions (T29),7.0,2020,Male
"Burn and corrosion, body region unspecified (T30)",82.0,2020,Male
Burns classified according to extent of body surface involved (T31),22.0,2020,Male
Corrosions classified according to extent of body surface involved (T32),0.0,2020,Male
"Frostbite, poisonings and toxic effects (T33-T98)",4236.0,2020,Male
Frostbite (T33-T35),0.0,2020,Male
Superficial frostbite (T33),0.0,2020,Male
Frostbite with tissue necrosis (T34),0.0,2020,Male
Frostbite involving multiple body regions and unspecified frostbite (T35),0.0,2020,Male
"Poisoning by drugs, medicaments and biological substances (T36-T50)",1338.0,2020,Male
Poisoning by systemic antibiotics (T36),0.0,2020,Male
Poisoning by other systemic anti-infectives and antiparasitics (T37),4.0,2020,Male
"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified (T38)",30.0,2020,Male
"Poisoning by nonopioid analgesics, antipyretics and antirheumatics (T39)",120.0,2020,Male
Poisoning by narcotics and psychodysleptics [hallucinogens] (T40),936.0,2020,Male
Poisoning by anaesthetics and therapeutic gases (T41),31.0,2020,Male
"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs (T42)",738.0,2020,Male
"Poisoning by psychotropic drugs, not elsewhere classified (T43)",816.0,2020,Male
Poisoning by drugs primarily affecting the autonomic nervous system (T44),43.0,2020,Male
"Poisoning by primarily systemic and haematological agents, not elsewhere classified (T45)",47.0,2020,Male
Poisoning by agents primarily affecting the cardiovascular system (T46),32.0,2020,Male
Poisoning by agents primarily affecting the gastrointestinal system (T47),3.0,2020,Male
Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system (T48),17.0,2020,Male
"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs (T49)",1.0,2020,Male
"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances (T50)",27.0,2020,Male
Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),609.0,2020,Male
Toxic effect of alcohol (T51),366.0,2020,Male
Toxic effect of organic solvents (T52),2.0,2020,Male
Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons (T53),0.0,2020,Male
Toxic effect of corrosive substances (T54),3.0,2020,Male
Toxic effect of soaps and detergents (T55),2.0,2020,Male
Toxic effect of metals (T56),2.0,2020,Male
Toxic effect of other inorganic substances (T57),4.0,2020,Male
Toxic effect of carbon monoxide (T58),113.0,2020,Male
"Toxic effect of other gases, fumes and vapours (T59)",89.0,2020,Male
Toxic effect of pesticides (T60),9.0,2020,Male
Toxic effect of noxious substances eaten as seafood (T61),1.0,2020,Male
Toxic effect of other noxious substances eaten as food (T62),2.0,2020,Male
Toxic effect of contact with venomous animals (T63),10.0,2020,Male
Toxic effect of aflatoxin and other mycotoxin food contaminants (T64),0.0,2020,Male
Toxic effect of other and unspecified substances (T65),12.0,2020,Male
Other and unspecified effects of external causes (T66-T78),1981.0,2020,Male
Unspecified effects of radiation (T66),2.0,2020,Male
Effects of heat and light (T67),20.0,2020,Male
Hypothermia (T68),22.0,2020,Male
Other effects of reduced temperature (T69),1.0,2020,Male
Effects of air pressure and water pressure (T70),2.0,2020,Male
Asphyxiation (T71),1575.0,2020,Male
Effects of other deprivation (T73),8.0,2020,Male
Maltreatment syndromes (T74),1.0,2020,Male
Effects of other external causes (T75),339.0,2020,Male
"Adverse effects, not elsewhere classified (T78)",9.0,2020,Male
Certain early complications of trauma (T79),31.0,2020,Male
"Certain early complications of trauma, not elsewhere classified (T79)",31.0,2020,Male
"Complications of surgical and medical care, not elsewhere classified (T80-T88)",333.0,2020,Male
"Complications following infusion, transfusion and therapeutic injection (T80)",6.0,2020,Male
"Complications of procedures, not elsewhere classified (T81)",108.0,2020,Male
"Complications of cardiac and vascular prosthetic devices, implants and grafts (T82)",79.0,2020,Male
"Complications of genitourinary prosthetic devices, implants and grafts (T83)",16.0,2020,Male
"Complications of internal orthopaedic prosthetic devices, implants and grafts (T84)",35.0,2020,Male
"Complications of other internal prosthetic devices, implants and grafts (T85)",15.0,2020,Male
Failure and rejection of transplanted organs and tissues (T86),56.0,2020,Male
Complications peculiar to reattachment and amputation (T87),8.0,2020,Male
"Other complications of surgical and medical care, not elsewhere classified (T88)",14.0,2020,Male
"Sequelae of injuries, of poisoning and of other consequences of external causes (T90-T98)",394.0,2020,Male
Sequelae of injuries of head (T90),145.0,2020,Male
Sequelae of injuries of neck and trunk (T91),83.0,2020,Male
Sequelae of injuries of upper limb (T92),7.0,2020,Male
Sequelae of injuries of lower limb (T93),24.0,2020,Male
Sequelae of injuries involving multiple and unspecified body regions (T94),21.0,2020,Male
"Sequelae of burns, corrosions and frostbite (T95)",4.0,2020,Male
"Sequelae of poisoning by drugs, medicaments and biological substances (T96)",2.0,2020,Male
Sequelae of toxic effects of substances chiefly nonmedicinal as to source (T97),72.0,2020,Male
Sequelae of other and unspecified effects of external causes (T98),43.0,2020,Male
Transport accidents (V01-V99),1067.0,2020,Male
Pedestrian injured in transport accident (V01-V09),135.0,2020,Male
Pedestrian injured in collision with pedal cycle (V01),1.0,2020,Male
Pedestrian injured in collision with two- or three-wheeled motor vehicle (V02),3.0,2020,Male
"Pedestrian injured in collision with car, pick-up truck or van (V03)",89.0,2020,Male
Pedestrian injured in collision with heavy transport vehicle or bus (V04),25.0,2020,Male
Pedestrian injured in collision with railway train or railway vehicle (V05),2.0,2020,Male
Pedestrian injured in collision with other nonmotor vehicle (V06),2.0,2020,Male
Pedestrian injured in other and unspecified transport accidents (V09),13.0,2020,Male
Pedal cyclist injured in transport accident (V10-V19),43.0,2020,Male
Pedal cyclist injured in collision with pedestrian or animal (V10),0.0,2020,Male
Pedal cyclist injured in collision with other pedal cycle (V11),1.0,2020,Male
Pedal cyclist injured in collision with two- or three-wheeled motor vehicle (V12),0.0,2020,Male
"Pedal cyclist injured in collision with car, pick-up truck or van (V13)",24.0,2020,Male
Pedal cyclist injured in collision with heavy transport vehicle or bus (V14),6.0,2020,Male
Pedal cyclist injured in collision with railway train or railway vehicle (V15),0.0,2020,Male
Pedal cyclist injured in collision with other nonmotor vehicle (V16),0.0,2020,Male
Pedal cyclist injured in collision with fixed or stationary object (V17),2.0,2020,Male
Pedal cyclist injured in noncollision transport accident (V18),8.0,2020,Male
Pedal cyclist injured in other and unspecified transport accidents (V19),2.0,2020,Male
Motorcycle rider injured in transport accident (V20-V29),189.0,2020,Male
Motorcycle rider injured in collision with pedestrian or animal (V20),0.0,2020,Male
Motorcycle rider injured in collision with pedal cycle (V21),0.0,2020,Male
Motorcycle rider injured in collision with two- or three-wheeled motor vehicle (V22),3.0,2020,Male
"Motorcycle rider injured in collision with car, pick-up truck or van (V23)",76.0,2020,Male
Motorcycle rider injured in collision with heavy transport vehicle or bus (V24),14.0,2020,Male
Motorcycle rider injured in collision with railway train or railway vehicle (V25),0.0,2020,Male
Motorcycle rider injured in collision with other nonmotor vehicle (V26),1.0,2020,Male
Motorcycle rider injured in collision with fixed or stationary object (V27),69.0,2020,Male
Motorcycle rider injured in noncollision transport accident (V28),24.0,2020,Male
Motorcycle rider injured in other and unspecified transport accidents (V29),2.0,2020,Male
Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal (V30),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with pedal cycle (V31),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle (V32),0.0,2020,Male
"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van (V33)",0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus (V34),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle (V35),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle (V36),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object (V37),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in noncollision transport accident (V38),0.0,2020,Male
Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents (V39),0.0,2020,Male
Car occupant injured in transport accident (V40-V49),507.0,2020,Male
Car occupant injured in collision with pedestrian or animal (V40),2.0,2020,Male
Car occupant injured in collision with pedal cycle (V41),0.0,2020,Male
Car occupant injured in collision with two- or three-wheeled motor vehicle (V42),1.0,2020,Male
"Car occupant injured in collision with car, pick-up truck or van (V43)",104.0,2020,Male
Car occupant injured in collision with heavy transport vehicle or bus (V44),50.0,2020,Male
Car occupant injured in collision with railway train or railway vehicle (V45),1.0,2020,Male
Car occupant injured in collision with other nonmotor vehicle (V46),1.0,2020,Male
Car occupant injured in collision with fixed or stationary object (V47),244.0,2020,Male
Car occupant injured in noncollision transport accident (V48),99.0,2020,Male
Car occupant injured in other and unspecified transport accidents (V49),5.0,2020,Male
Occupant of pick-up truck or van injured in transport accident (V50-V59),7.0,2020,Male
Occupant of pick-up truck or van injured in collision with pedestrian or animal (V50),0.0,2020,Male
Occupant of pick-up truck or van injured in collision with pedal cycle (V51),0.0,2020,Male
Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle (V52),0.0,2020,Male
"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van (V53)",2.0,2020,Male
Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus (V54),1.0,2020,Male
Occupant of pick-up truck or van injured in collision with railway train or railway vehicle (V55),0.0,2020,Male
Occupant of pick-up truck or van injured in collision with other nonmotor vehicle (V56),0.0,2020,Male
Occupant of pick-up truck or van injured in collision with fixed or stationary object (V57),3.0,2020,Male
Occupant of pick-up truck or van injured in noncollision transport accident (V58),1.0,2020,Male
Occupant of pick-up truck or van injured in other and unspecified transport accidents (V59),0.0,2020,Male
Occupant of heavy transport vehicle injured in transport accident (V60-V69),32.0,2020,Male
Occupant of heavy transport vehicle injured in collision with pedestrian or animal (V60),0.0,2020,Male
Occupant of heavy transport vehicle injured in collision with pedal cycle (V61),0.0,2020,Male
Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle (V62),0.0,2020,Male
"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van (V63)",1.0,2020,Male
Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus (V64),5.0,2020,Male
Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle (V65),1.0,2020,Male
Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (V66),0.0,2020,Male
Occupant of heavy transport vehicle injured in collision with fixed or stationary object (V67),11.0,2020,Male
Occupant of heavy transport vehicle injured in noncollision transport accident (V68),13.0,2020,Male
Occupant of heavy transport vehicle injured in other and unspecified transport accidents (V69),1.0,2020,Male
Bus occupant injured in transport accident (V70-V79),1.0,2020,Male
Bus occupant injured in collision with pedestrian or animal (V70),0.0,2020,Male
Bus occupant injured in collision with pedal cycle (V71),0.0,2020,Male
Bus occupant injured in collision with two- or three-wheeled motor vehicle (V72),0.0,2020,Male
"Bus occupant injured in collision with car, pick-up truck or van (V73)",0.0,2020,Male
Bus occupant injured in collision with heavy transport vehicle or bus (V74),0.0,2020,Male
Bus occupant injured in collision with railway train or railway vehicle (V75),0.0,2020,Male
Bus occupant injured in collision with other nonmotor vehicle (V76),0.0,2020,Male
Bus occupant injured in collision with fixed or stationary object (V77),0.0,2020,Male
Bus occupant injured in noncollision transport accident (V78),1.0,2020,Male
Bus occupant injured in other and unspecified transport accidents (V79),0.0,2020,Male
Other land transport accidents (V80-V89),67.0,2020,Male
Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),4.0,2020,Male
Occupant of railway train or railway vehicle injured in transport accident (V81),3.0,2020,Male
Occupant of streetcar injured in transport accident (V82),0.0,2020,Male
Occupant of special vehicle mainly used on industrial premises injured in transport accident (V83),2.0,2020,Male
Occupant of special vehicle mainly used in agriculture injured in transport accident (V84),20.0,2020,Male
Occupant of special construction vehicle injured in transport accident (V85),5.0,2020,Male
"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident (V86)",25.0,2020,Male
Traffic accident of specified type but victim's mode of transport unknown (V87),0.0,2020,Male
Nontraffic accident of specified type but victim's mode of transport unknown (V88),1.0,2020,Male
"Motor- or nonmotor-vehicle accident, type of vehicle unspecified (V89)",7.0,2020,Male
Water transport accidents (V90-V94),58.0,2020,Male
Accident to watercraft causing drowning and submersion (V90),29.0,2020,Male
Accident to watercraft causing other injury (V91),6.0,2020,Male
Water-transport-related drowning and submersion without accident to watercraft (V92),14.0,2020,Male
"Accident on board watercraft without accident to watercraft, not causing drowning and submersion (V93)",2.0,2020,Male
Other and unspecified water transport accidents (V94),7.0,2020,Male
Air and space transport accidents (V95-V97),28.0,2020,Male
Accident to powered aircraft causing injury to occupant (V95),23.0,2020,Male
Accident to nonpowered aircraft causing injury to occupant (V96),4.0,2020,Male
Other specified air transport accidents (V97),1.0,2020,Male
Other and unspecified transport accidents (V98-V99),1.0,2020,Male
Other specified transport accidents (V98),0.0,2020,Male
Unspecified transport accident (V99),1.0,2020,Male
Other external causes of accidental injury (W00-X59),4867.0,2020,Male
Falls (W00-W19),2043.0,2020,Male
Fall on same level involving ice and snow (W00),0.0,2020,Male
