Cause,Deaths,Year,Sex
Mental and behavioural disorders due to use of hallucinogens (F16),3.0,2015,Male
Mental and behavioural disorders due to use of tobacco (F17),1546.0,2015,Male
Mental and behavioural disorders due to use of volatile solvents (F18),6.0,2015,Male
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),446.0,2015,Male
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",522.0,2015,Male
Schizophrenia (F20),425.0,2015,Male
Schizotypal disorder (F21),2.0,2015,Male
Persistent delusional disorders (F22),47.0,2015,Male
Acute and transient psychotic disorders (F23),2.0,2015,Male
Induced delusional disorder (F24),0.0,2015,Male
Schizoaffective disorders (F25),37.0,2015,Male
Other nonorganic psychotic disorders (F28),1.0,2015,Male
Unspecified nonorganic psychosis (F29),26.0,2015,Male
Mood [affective] disorders (F30-F39),2037.0,2015,Male
Manic episode (F30),2.0,2015,Male
Bipolar affective disorder (F31),226.0,2015,Male
Depressive episode (F32),1865.0,2015,Male
Recurrent depressive disorder (F33),2.0,2015,Male
Persistent mood [affective] disorders (F34),2.0,2015,Male
Other mood [affective] disorders (F38),0.0,2015,Male
Unspecified mood [affective] disorder (F39),10.0,2015,Male
"Neurotic, stress-related and somatoform disorders (F40-F48)",587.0,2015,Male
Phobic anxiety disorders (F40),15.0,2015,Male
Other anxiety disorders (F41),459.0,2015,Male
Obsessive-compulsive disorder (F42),14.0,2015,Male
"Reaction to severe stress, and adjustment disorders (F43)",153.0,2015,Male
Dissociative [conversion] disorders (F44),0.0,2015,Male
Somatoform disorders (F45),4.0,2015,Male
Other neurotic disorders (F48),1.0,2015,Male
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),20.0,2015,Male
Eating disorders (F50),11.0,2015,Male
Nonorganic sleep disorders (F51),4.0,2015,Male
"Sexual dysfunction, not caused by organic disorder or disease (F52)",2.0,2015,Male
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",0.0,2015,Male
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),0.0,2015,Male
Abuse of non-dependence-producing substances (F55),3.0,2015,Male
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),0.0,2015,Male
Disorders of adult personality and behaviour (F60-F69),82.0,2015,Male
Specific personality disorders (F60),67.0,2015,Male
Mixed and other personality disorders (F61),0.0,2015,Male
"Enduring personality changes, not attributable to brain damage and disease (F62)",0.0,2015,Male
Habit and impulse disorders (F63),13.0,2015,Male
Gender identity disorders (F64),5.0,2015,Male
Disorders of sexual preference (F65),0.0,2015,Male
Psychological and behavioural disorders associated with sexual development and orientation (F66),0.0,2015,Male
Other disorders of adult personality and behaviour (F68),0.0,2015,Male
Unspecified disorder of adult personality and behaviour (F69),0.0,2015,Male
Mental retardation (F70-F79),97.0,2015,Male
Mild mental retardation (F70),2.0,2015,Male
Moderate mental retardation (F71),0.0,2015,Male
Severe mental retardation (F72),1.0,2015,Male
Profound mental retardation (F73),0.0,2015,Male
Other mental retardation (F78),0.0,2015,Male
Unspecified mental retardation (F79),94.0,2015,Male
Disorders of psychological development (F80-F89),45.0,2015,Male
Specific developmental disorders of speech and language (F80),2.0,2015,Male
Specific developmental disorders of scholastic skills (F81),1.0,2015,Male
Specific developmental disorder of motor function (F82),3.0,2015,Male
Mixed specific developmental disorders (F83),0.0,2015,Male
Pervasive developmental disorders (F84),35.0,2015,Male
Other disorders of psychological development (F88),0.0,2015,Male
Unspecified disorder of psychological development (F89),4.0,2015,Male
Behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F90-F98),45.0,2015,Male
Hyperkinetic disorders (F90),35.0,2015,Male
Conduct disorders (F91),1.0,2015,Male
Mixed disorders of conduct and emotions (F92),0.0,2015,Male
Emotional disorders with onset specific to childhood (F93),0.0,2015,Male
Disorders of social functioning with onset specific to childhood and adolescence (F94),0.0,2015,Male
Tic disorders (F95),3.0,2015,Male
Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F98),7.0,2015,Male
Unspecified mental disorder (F99-F99),87.0,2015,Male
"Mental disorder, not otherwise specified (F99)",87.0,2015,Male
Inflammatory diseases of the central nervous system (G00-G09),120.0,2015,Male
"Bacterial meningitis, not elsewhere classified (G00)",10.0,2015,Male
Meningitis due to other and unspecified causes (G03),19.0,2015,Male
"Encephalitis, myelitis and encephalomyelitis (G04)",47.0,2015,Male
Intracranial and intraspinal abscess and granuloma (G06),34.0,2015,Male
Intracranial and intraspinal phlebitis and thrombophlebitis (G08),2.0,2015,Male
Sequelae of inflammatory diseases of central nervous system (G09),12.0,2015,Male
Systemic atrophies primarily affecting the central nervous system (G10-G14),529.0,2015,Male
Huntington disease (G10),44.0,2015,Male
Hereditary ataxia (G11),29.0,2015,Male
Spinal muscular atrophy and related syndromes (G12),452.0,2015,Male
Postpolio syndrome (G14),3.0,2015,Male
Extrapyramidal and movement disorders (G20-G26),2264.0,2015,Male
Parkinson disease (G20),2100.0,2015,Male
Secondary parkinsonism (G21),50.0,2015,Male
Other degenerative diseases of basal ganglia (G23),126.0,2015,Male
Dystonia (G24),9.0,2015,Male
Other extrapyramidal and movement disorders (G25),15.0,2015,Male
Other degenerative diseases of the nervous system (G30-G32),2676.0,2015,Male
Alzheimer disease (G30),2103.0,2015,Male
"Other degenerative diseases of nervous system, not elsewhere classified (G31)",590.0,2015,Male
Demyelinating diseases of the central nervous system (G35-G37),94.0,2015,Male
Multiple sclerosis (G35),80.0,2015,Male
Other acute disseminated demyelination (G36),3.0,2015,Male
Other demyelinating diseases of central nervous system (G37),11.0,2015,Male
Episodic and paroxysmal disorders (G40-G47),1616.0,2015,Male
Epilepsy (G40),560.0,2015,Male
Status epilepticus (G41),53.0,2015,Male
Migraine (G43),15.0,2015,Male
Other headache syndromes (G44),1.0,2015,Male
Transient cerebral ischaemic attacks and related syndromes (G45),416.0,2015,Male
Sleep disorders (G47),603.0,2015,Male
"Nerve, nerve root and plexus disorders (G50-G59)",23.0,2015,Male
Disorders of trigeminal nerve (G50),5.0,2015,Male
Facial nerve disorders (G51),4.0,2015,Male
Disorders of other cranial nerves (G52),1.0,2015,Male
Nerve root and plexus disorders (G54),2.0,2015,Male
Mononeuropathies of upper limb (G56),6.0,2015,Male
Mononeuropathies of lower limb (G57),0.0,2015,Male
Other mononeuropathies (G58),5.0,2015,Male
Polyneuropathies and other disorders of the peripheral nervous system (G60-G64),150.0,2015,Male
Hereditary and idiopathic neuropathy (G60),6.0,2015,Male
Inflammatory polyneuropathy (G61),35.0,2015,Male
Other polyneuropathies (G62),110.0,2015,Male
Other disorders of peripheral nervous system (G64),0.0,2015,Male
Diseases of myoneural junction and muscle (G70-G73),161.0,2015,Male
Myasthenia gravis and other myoneural disorders (G70),48.0,2015,Male
Primary disorders of muscles (G71),80.0,2015,Male
Other myopathies (G72),33.0,2015,Male
Cerebral palsy and other paralytic syndromes (G80-G83),398.0,2015,Male
Cerebral palsy (G80),98.0,2015,Male
Hemiplegia (G81),126.0,2015,Male
Paraplegia and tetraplegia (G82),148.0,2015,Male
Other paralytic syndromes (G83),37.0,2015,Male
Other disorders of the nervous system (G90-G99),1189.0,2015,Male
Disorders of autonomic nervous system (G90),62.0,2015,Male
Hydrocephalus (G91),116.0,2015,Male
Toxic encephalopathy (G92),3.0,2015,Male
Other disorders of brain (G93),910.0,2015,Male
Other diseases of spinal cord (G95),79.0,2015,Male
Other disorders of central nervous system (G96),23.0,2015,Male
"Postprocedural disorders of nervous system, not elsewhere classified (G97)",5.0,2015,Male
"Other disorders of nervous system, not elsewhere classified (G98)",5.0,2015,Male
"Disorders of eyelid, lacrimal system and orbit (H00-H06)",4.0,2015,Male
Hordeolum and chalazion (H00),0.0,2015,Male
Other inflammation of eyelid (H01),0.0,2015,Male
Other disorders of eyelid (H02),2.0,2015,Male
Disorders of lacrimal system (H04),0.0,2015,Male
Disorders of orbit (H05),2.0,2015,Male
Disorders of conjunctiva (H10-H13),2.0,2015,Male
Conjunctivitis (H10),1.0,2015,Male
Other disorders of conjunctiva (H11),0.0,2015,Male
"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",6.0,2015,Male
Disorders of sclera (H15),1.0,2015,Male
Keratitis (H16),4.0,2015,Male
Corneal scars and opacities (H17),0.0,2015,Male
Other disorders of cornea (H18),1.0,2015,Male
Iridocyclitis (H20),0.0,2015,Male
Other disorders of iris and ciliary body (H21),0.0,2015,Male
Disorders of lens (H25-H28),34.0,2015,Male
Senile cataract (H25),0.0,2015,Male
Other cataract (H26),34.0,2015,Male
Other disorders of lens (H27),0.0,2015,Male
Disorders of choroid and retina (H30-H36),73.0,2015,Male
Chorioretinal inflammation (H30),0.0,2015,Male
Other disorders of choroid (H31),0.0,2015,Male
Retinal detachments and breaks (H33),2.0,2015,Male
Retinal vascular occlusions (H34),3.0,2015,Male
Other retinal disorders (H35),68.0,2015,Male
Glaucoma (H40-H42),88.0,2015,Male
Glaucoma (H40),88.0,2015,Male
Disorders of vitreous body and globe (H43-H45),4.0,2015,Male
Disorders of vitreous body (H43),1.0,2015,Male
Disorders of globe (H44),3.0,2015,Male
Disorders of optic nerve and visual pathways (H46-H48),1.0,2015,Male
Optic neuritis (H46),1.0,2015,Male
Other disorders of optic [2nd] nerve and visual pathways (H47),0.0,2015,Male
"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",1.0,2015,Male
Paralytic strabismus (H49),1.0,2015,Male
Other strabismus (H50),0.0,2015,Male
Other disorders of binocular movement (H51),0.0,2015,Male
Disorders of refraction and accommodation (H52),0.0,2015,Male
Visual disturbances and blindness (H53-H54),67.0,2015,Male
Visual disturbances (H53),2.0,2015,Male
Visual impairment including blindness (binocular or monocular) (H54),65.0,2015,Male
Other disorders of eye and adnexa (H55-H59),2.0,2015,Male
Nystagmus and other irregular eye movements (H55),0.0,2015,Male
Other disorders of eye and adnexa (H57),1.0,2015,Male
"Postprocedural disorders of eye and adnexa, not elsewhere classified (H59)",1.0,2015,Male
Diseases of external ear (H60-H62),5.0,2015,Male
Otitis externa (H60),5.0,2015,Male
Other disorders of external ear (H61),0.0,2015,Male
Diseases of middle ear and mastoid (H65-H75),4.0,2015,Male
Nonsuppurative otitis media (H65),0.0,2015,Male
Suppurative and unspecified otitis media (H66),2.0,2015,Male
Eustachian salpingitis and obstruction (H68),0.0,2015,Male
Other disorders of Eustachian tube (H69),0.0,2015,Male
Mastoiditis and related conditions (H70),2.0,2015,Male
Cholesteatoma of middle ear (H71),0.0,2015,Male
Perforation of tympanic membrane (H72),0.0,2015,Male
Other disorders of tympanic membrane (H73),0.0,2015,Male
Other disorders of middle ear and mastoid (H74),0.0,2015,Male
Diseases of inner ear (H80-H83),8.0,2015,Male
Otosclerosis (H80),1.0,2015,Male
Disorders of vestibular function (H81),7.0,2015,Male
Other diseases of inner ear (H83),0.0,2015,Male
Other disorders of ear (H90-H95),59.0,2015,Male
Conductive and sensorineural hearing loss (H90),0.0,2015,Male
Other hearing loss (H91),55.0,2015,Male
Otalgia and effusion of ear (H92),0.0,2015,Male
"Other disorders of ear, not elsewhere classified (H93)",5.0,2015,Male
"Postprocedural disorders of ear and mastoid process, not elsewhere classified (H95)",0.0,2015,Male
Acute rheumatic fever (I00-I02),15.0,2015,Male
Rheumatic fever without mention of heart involvement (I00),6.0,2015,Male
Rheumatic fever with heart involvement (I01),9.0,2015,Male
Rheumatic chorea (I02),0.0,2015,Male
Chronic rheumatic heart diseases (I05-I09),343.0,2015,Male
Rheumatic mitral valve diseases (I05),263.0,2015,Male
Rheumatic aortic valve diseases (I06),75.0,2015,Male
Rheumatic tricuspid valve diseases (I07),51.0,2015,Male
Multiple valve diseases (I08),38.0,2015,Male
Other rheumatic heart diseases (I09),53.0,2015,Male
Hypertensive diseases (I10-I15),9327.0,2015,Male
Essential (primary) hypertension (I10),8815.0,2015,Male
Hypertensive heart disease (I11),717.0,2015,Male
Hypertensive renal disease (I12),209.0,2015,Male
Hypertensive heart and renal disease (I13),119.0,2015,Male
Secondary hypertension (I15),1.0,2015,Male
Ischaemic heart diseases (I20-I25),21238.0,2015,Male
Angina pectoris (I20),110.0,2015,Male
Acute myocardial infarction (I21),6561.0,2015,Male
Subsequent myocardial infarction (I22),0.0,2015,Male
Certain current complications following acute myocardial infarction (I23),1.0,2015,Male
Other acute ischaemic heart diseases (I24),560.0,2015,Male
Chronic ischaemic heart disease (I25),17584.0,2015,Male
Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),2043.0,2015,Male
Pulmonary embolism (I26),1343.0,2015,Male
Other pulmonary heart diseases (I27),733.0,2015,Male
Other diseases of pulmonary vessels (I28),4.0,2015,Male
Other forms of heart disease (I30-I52),21915.0,2015,Male
Acute pericarditis (I30),4.0,2015,Male
Other diseases of pericardium (I31),237.0,2015,Male
Acute and subacute endocarditis (I33),179.0,2015,Male
Nonrheumatic mitral valve disorders (I34),218.0,2015,Male
Nonrheumatic aortic valve disorders (I35),1540.0,2015,Male
Nonrheumatic tricuspid valve disorders (I36),1.0,2015,Male
Pulmonary valve disorders (I37),1.0,2015,Male
"Endocarditis, valve unspecified (I38)",424.0,2015,Male
Acute myocarditis (I40),22.0,2015,Male
Cardiomyopathy (I42),1598.0,2015,Male
Atrioventricular and left bundle-branch block (I44),160.0,2015,Male
Other conduction disorders (I45),430.0,2015,Male
Cardiac arrest (I46),5073.0,2015,Male
Paroxysmal tachycardia (I47),172.0,2015,Male
Atrial fibrillation and flutter (I48),6318.0,2015,Male
Other cardiac arrhythmias (I49),1100.0,2015,Male
Heart failure (I50),9734.0,2015,Male
Complications and ill-defined descriptions of heart disease (I51),1499.0,2015,Male
Cerebrovascular diseases (I60-I69),9211.0,2015,Male
Subarachnoid haemorrhage (I60),230.0,2015,Male
Intracerebral haemorrhage (I61),1014.0,2015,Male
Other nontraumatic intracranial haemorrhage (I62),723.0,2015,Male
Cerebral infarction (I63),1119.0,2015,Male
"Stroke, not specified as haemorrhage or infarction (I64)",4484.0,2015,Male
"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction (I65)",1.0,2015,Male
"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction (I66)",0.0,2015,Male
Other cerebrovascular diseases (I67),899.0,2015,Male
Sequelae of cerebrovascular disease (I69),1879.0,2015,Male
"Diseases of arteries, arterioles and capillaries (I70-I79)",3679.0,2015,Male
Atherosclerosis (I70),820.0,2015,Male
Aortic aneurysm and dissection (I71),1053.0,2015,Male
Other aneurysm and dissection (I72),79.0,2015,Male
Other peripheral vascular diseases (I73),1681.0,2015,Male
Arterial embolism and thrombosis (I74),89.0,2015,Male
Other disorders of arteries and arterioles (I77),149.0,2015,Male
Diseases of capillaries (I78),11.0,2015,Male
"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",831.0,2015,Male
Phlebitis and thrombophlebitis (I80),461.0,2015,Male
Portal vein thrombosis (I81),53.0,2015,Male
Other venous embolism and thrombosis (I82),61.0,2015,Male
Varicose veins of lower extremities (I83),61.0,2015,Male
Haemorrhoids (I84),0.0,2015,Male
Oesophageal varices (I85),123.0,2015,Male
Varicose veins of other sites (I86),9.0,2015,Male
Other disorders of veins (I87),38.0,2015,Male
Nonspecific lymphadenitis (I88),2.0,2015,Male
Other noninfective disorders of lymphatic vessels and lymph nodes (I89),39.0,2015,Male
Other and unspecified disorders of the circulatory system (I95-I99),353.0,2015,Male
Hypotension (I95),143.0,2015,Male
"Postprocedural disorders of circulatory system, not elsewhere classified (I97)",8.0,2015,Male
Other and unspecified disorders of circulatory system (I99),203.0,2015,Male
Acute upper respiratory infections (J00-J06),18.0,2015,Male
Acute nasopharyngitis [common cold] (J00),1.0,2015,Male
Acute sinusitis (J01),0.0,2015,Male
Acute pharyngitis (J02),3.0,2015,Male
Acute tonsillitis (J03),2.0,2015,Male
Acute laryngitis and tracheitis (J04),2.0,2015,Male
Acute obstructive laryngitis [croup] and epiglottitis (J05),1.0,2015,Male
Acute upper respiratory infections of multiple and unspecified sites (J06),9.0,2015,Male
Influenza and pneumonia (J09-J18),8660.0,2015,Male
Influenza due to certain identified influenza virus (J09),3.0,2015,Male
Influenza due to other identified influenza virus (J10),119.0,2015,Male
"Influenza, virus not identified (J11)",51.0,2015,Male
"Viral pneumonia, not elsewhere classified (J12)",56.0,2015,Male
Pneumonia due to Streptococcus pneumoniae (J13),12.0,2015,Male
Pneumonia due to Haemophilus influenzae (J14),5.0,2015,Male
"Bacterial pneumonia, not elsewhere classified (J15)",124.0,2015,Male
"Pneumonia due to other infectious organisms, not elsewhere classified (J16)",0.0,2015,Male
"Pneumonia, organism unspecified (J18)",8357.0,2015,Male
